txn_id,card_last4,merchant_name,mcc,auth_amount_usd,auth_ts,captured_ts,status,decline_code,customer_ref,currency_code
TXN-048eaea4a441,1424,Apple Store Dubai Mall,5732,1620.19,2026-03-28T19:37:08Z,2026-03-28T19:37:28Z,APPROVED,,CUST-00001,AED
TXN-d8fd467f358b,7359,ADNOC,5541,2129.71,2026-04-04T17:13:43Z,2026-04-04T17:14:17Z,APPROVED,,CUST-00017,AED
TXN-03c31a312044,4333,Starbucks,5814,2416.38,2026-04-08T19:59:27Z,2026-04-08T19:59:47Z,APPROVED,,CUST-00036,AED
TXN-20af7b53359e,9863,ENOC,5541,1603.28,2026-04-13T13:24:21Z,2026-04-13T13:25:03Z,REVERSED,,CUST-00017,AED
TXN-60704c7d9313,3527,Noon,5942,1914.86,2026-04-24T05:51:10Z,2026-04-24T05:51:19Z,APPROVED,,CUST-00039,AED
TXN-fea7a7c854e4,8279,Emirates,4111,2267.74,2026-04-07T08:36:30Z,2026-04-07T08:37:07Z,APPROVED,,CUST-00025,AED
TXN-71d9b69f5eab,5514,Sharaf DG,5732,1597.59,2026-04-03T21:43:42Z,2026-04-03T21:43:53Z,APPROVED,,CUST-00043,AED
TXN-966a2e5eeb6a,5574,Talabat,5812,324.22,2026-04-14T10:38:56Z,2026-04-14T10:39:08Z,APPROVED,,CUST-00047,AED
TXN-abd8e64b9b37,2286,Sharaf DG,5732,559.52,2026-04-16T03:48:15Z,2026-04-16T03:49:12Z,APPROVED,,CUST-00048,USD
TXN-ed724b46ef33,8935,RTA,4111,1178.99,2026-03-29T16:05:11Z,2026-03-29T16:06:08Z,APPROVED,,CUST-00038,USD
TXN-c36aae423568,9195,Starbucks,5814,1035.7,2026-04-19T16:19:50Z,2026-04-19T16:20:27Z,APPROVED,,CUST-00009,GBP
TXN-ea46fc950bba,3257,Noon,5942,2156.67,2026-04-18T05:52:09Z,2026-04-18T05:52:21Z,APPROVED,,CUST-00050,AED
TXN-02690ed9fa95,9863,Apple Store Dubai Mall,5732,527.41,2026-04-18T19:33:37Z,2026-04-18T19:34:26Z,APPROVED,,CUST-00037,AED
TXN-ce896dedcba5,5574,Lulu Hypermarket,5411,961.37,2026-04-25T04:02:49Z,2026-04-25T04:02:50Z,APPROVED,,CUST-00035,AED
TXN-619387f1d48c,0711,Carrefour,5411,15.29,2026-04-14T22:06:01Z,2026-04-14T22:06:10Z,APPROVED,,CUST-00015,AED
TXN-55834e5d8f12,4506,Talabat,5812,749.01,2026-04-12T21:09:40Z,2026-04-12T21:10:02Z,APPROVED,,CUST-00030,AED
TXN-af7a2240063b,4552,ADNOC,5541,901.33,2026-04-17T20:28:04Z,,DECLINED,05,CUST-00011,USD
TXN-74f304e55bd5,2045,Amazon AE,5942,2462.27,2026-04-16T17:56:44Z,2026-04-16T17:56:52Z,APPROVED,,CUST-00047,AED
TXN-c0190990a647,5635,ADNOC,5541,643.19,2026-04-01T00:59:26Z,2026-04-01T01:00:09Z,REVERSED,,CUST-00040,AED
TXN-0a1bd60bf603,7527,Carrefour,5411,293.9,2026-04-05T10:20:11Z,2026-04-05T10:20:56Z,APPROVED,,CUST-00025,AED
TXN-04c3a15c159a,4557,Emirates,4111,1655.85,2026-04-01T17:47:45Z,2026-04-01T17:48:12Z,APPROVED,,CUST-00018,AED
TXN-90be1e23da4b,1679,Talabat,5812,1246.86,2026-03-28T10:27:42Z,2026-03-28T10:27:55Z,APPROVED,,CUST-00013,AED
TXN-973868e5c8cd,4506,Noon,5942,1372.61,2026-04-16T22:01:09Z,,APPROVED,,CUST-00045,USD
TXN-973868e5c8cd,4506,Noon,5942,1372.61,2026-04-16T22:01:09Z,2026-04-16T22:01:10Z,APPROVED,,CUST-00045,USD
TXN-4c5c7e7d9a19,9044,Talabat,5812,1281.7,2026-04-22T01:59:17Z,2026-04-22T01:59:36Z,APPROVED,,CUST-00017,AED
TXN-331a0cd20e43,0520,RTA,4111,2185.98,2026-04-12T21:27:53Z,2026-04-12T21:28:41Z,APPROVED,,CUST-00024,AED
TXN-177ee3ea2d7f,1424,Carrefour,5411,1660.07,2026-04-18T17:20:20Z,2026-04-18T17:21:00Z,APPROVED,,CUST-00022,AED
TXN-2f97bbaa574f,8928,ENOC,5541,461.26,2026-04-07T13:03:38Z,2026-04-07T13:04:03Z,APPROVED,,CUST-00026,GBP
TXN-39e22ab202c2,7527,Noon,5942,1817.4,2026-04-19T06:17:28Z,2026-04-19T06:18:20Z,APPROVED,,CUST-00007,AED
TXN-5cce702b7014,7359,Costa Coffee,5814,1949.01,2026-03-28T07:42:57Z,,DECLINED,14,CUST-00002,USD
TXN-f7562172a0aa,4552,ADNOC,5541,286.78,2026-04-07T00:49:09Z,,APPROVED,,CUST-00029,AED
TXN-f7562172a0aa,4552,ADNOC,5541,286.78,2026-04-07T00:49:09Z,2026-04-07T00:49:30Z,APPROVED,,CUST-00029,AED
TXN-ad35df865633,3527,Starbucks,5814,1722.16,2026-04-22T09:02:06Z,2026-04-22T09:02:29Z,APPROVED,,CUST-00028,AED
TXN-c50ea4331510,1674,Noon,5942,2230.69,2026-03-28T05:54:13Z,,DECLINED,14,CUST-00004,AED
TXN-f046d94df188,4552,RTA,4111,2174.19,2026-04-23T08:46:33Z,,APPROVED,,CUST-00049,AED
TXN-f046d94df188,4552,RTA,4111,2174.19,2026-04-23T08:46:33Z,2026-04-23T08:46:51Z,APPROVED,,CUST-00049,AED
TXN-c1dca4b0718e,3811,Lulu Hypermarket,5411,201.68,2026-04-05T10:28:57Z,,DECLINED,05,CUST-00037,AED
TXN-3cc750e96888,6201,Apple Store Dubai Mall,5732,1635.17,2026-04-22T00:24:43Z,2026-04-22T00:24:44Z,APPROVED,,CUST-00026,AED
TXN-9bf4a335b2c8,2547,ADNOC,5541,1408.02,2026-04-04T20:28:46Z,2026-04-04T20:29:01Z,APPROVED,,CUST-00022,AED
TXN-f23e99966612,4333,Etisalat,4814,911.42,2026-04-05T00:45:42Z,2026-04-05T00:45:43Z,APPROVED,,CUST-00008,AED
TXN-bf6e85a0d089,1679,Etisalat,4814,119.22,2026-04-19T00:44:43Z,2026-04-19T00:45:30Z,APPROVED,,CUST-00032,AED
TXN-60053227e8d8,9654,Talabat,5812,542.9,2026-04-17T17:57:35Z,2026-04-17T17:57:38Z,APPROVED,,CUST-00046,AED
TXN-3f1696bc532d,2615,du,4814,1146.18,2026-03-29T09:23:49Z,2026-03-29T09:24:23Z,APPROVED,,CUST-00033,AED
TXN-f74295ca788d,2547,ADNOC,5541,1953.8,2026-04-18T09:32:40Z,2026-04-18T09:32:49Z,APPROVED,,CUST-00045,AED
TXN-c4f2e1a2cfe7,1584,Lulu Hypermarket,5411,2290.2,2026-04-14T22:46:52Z,2026-04-14T22:47:11Z,APPROVED,,CUST-00018,AED
TXN-46bf2224a806,1584,Lulu Hypermarket,5411,1751.54,2026-04-02T03:08:01Z,2026-04-02T03:08:22Z,APPROVED,,CUST-00020,AED
TXN-6f47a1f0fa7a,1535,Amazon AE,5942,1562.3,2026-04-12T21:27:02Z,2026-04-12T21:27:48Z,APPROVED,,CUST-00044,AED
TXN-5b0af554e1f8,5514,Starbucks,5814,1737.31,2026-04-11T08:23:55Z,2026-04-11T08:24:26Z,APPROVED,,CUST-00046,AED
TXN-d5bfb5caa993,6201,Sharaf DG,5732,2235.2,2026-04-01T01:57:30Z,2026-04-01T01:57:31Z,APPROVED,,CUST-00019,USD
TXN-c30106783c34,4012,Noon,5942,1677.28,2026-04-17T07:05:49Z,2026-04-17T07:06:08Z,APPROVED,,CUST-00018,AED
TXN-971cc8cba592,1291,Amazon AE,5942,1355.22,2026-04-09T14:06:17Z,,DECLINED,14,CUST-00029,AED
TXN-79a6638e1388,7527,Starbucks,5814,722.66,2026-04-24T17:15:53Z,2026-04-24T17:16:37Z,REVERSED,,CUST-00025,AED
TXN-1b8b8d5809b7,6201,Carrefour,5411,632.1,2026-04-05T11:47:36Z,2026-04-05T11:48:18Z,APPROVED,,CUST-00015,USD
TXN-969e318910ec,0520,Apple Store Dubai Mall,5732,2458.72,2026-04-23T09:14:15Z,2026-04-23T09:14:23Z,APPROVED,,CUST-00012,GBP
TXN-8ee76db2b020,8279,Starbucks,5814,329.52,2026-03-29T15:36:25Z,2026-03-29T15:37:25Z,APPROVED,,CUST-00017,AED
TXN-9a30a971a31f,1519,Apple Store Dubai Mall,5732,1377.65,2026-04-23T11:05:16Z,2026-04-23T11:05:28Z,APPROVED,,CUST-00046,AED
TXN-d4f428cc812a,5514,Starbucks,5814,1011.53,2026-04-10T00:54:58Z,2026-04-10T00:55:20Z,APPROVED,,CUST-00015,USD
TXN-f32087cec69d,1291,Starbucks,5814,2452.93,2026-04-26T13:44:35Z,2026-04-26T13:45:33Z,APPROVED,,CUST-00008,AED
TXN-a451e2ba9fce,8935,Lulu Hypermarket,5411,967.76,2026-03-31T18:34:41Z,,DECLINED,05,CUST-00047,AED
TXN-e420823c7ef9,4506,Apple Store Dubai Mall,5732,744.6,2026-04-17T15:42:25Z,,DECLINED,51,CUST-00021,AED
TXN-03c088802d4d,3657,Sharaf DG,5732,530.9,2026-04-16T15:37:59Z,2026-04-16T15:38:34Z,APPROVED,,CUST-00044,AED
TXN-4eb8afa08cbe,6924,Carrefour,5411,1793.59,2026-04-25T03:51:34Z,2026-04-25T03:51:51Z,APPROVED,,CUST-00006,AED
TXN-d0b54236c0bf,2615,Lulu Hypermarket,5411,1577.39,2026-04-05T23:29:22Z,,APPROVED,,CUST-00021,AED
TXN-d0b54236c0bf,2615,Lulu Hypermarket,5411,1577.39,2026-04-05T23:29:22Z,2026-04-05T23:29:57Z,APPROVED,,CUST-00021,AED
TXN-252ad926fe41,2547,ENOC,5541,269.81,2026-04-12T08:54:04Z,2026-04-12T08:54:33Z,APPROVED,,CUST-00039,AED
TXN-f2ae07e3c39a,5514,Noon,5942,553.56,2026-04-08T00:27:39Z,2026-04-08T00:27:59Z,APPROVED,,CUST-00035,AED
TXN-05b5f3102525,1674,Starbucks,5814,357.73,2026-04-24T23:19:51Z,2026-04-24T23:20:27Z,APPROVED,,CUST-00001,AED
TXN-6b8c4e003d55,6201,Etisalat,4814,2259.35,2026-04-10T07:23:02Z,2026-04-10T07:23:35Z,APPROVED,,CUST-00014,AED
TXN-710b2f1a25a8,8279,Costa Coffee,5814,489.84,2026-04-18T04:42:10Z,,DECLINED,14,CUST-00043,AED
TXN-25738cb6d1f0,4333,Emirates,4111,173.07,2026-04-22T05:35:10Z,2026-04-22T05:35:32Z,APPROVED,,CUST-00013,AED
TXN-33393c0a584e,5881,Emirates,4111,179.17,2026-04-17T14:33:29Z,2026-04-17T14:34:12Z,APPROVED,,CUST-00021,AED
TXN-4e06958c2936,1519,Costa Coffee,5814,914.41,2026-04-11T15:26:43Z,2026-04-11T15:27:34Z,APPROVED,,CUST-00028,AED
TXN-8da86fa5d3b0,3611,RTA,4111,340.09,2026-04-10T21:42:05Z,2026-04-10T21:42:25Z,APPROVED,,CUST-00031,AED
TXN-59fe1bdc74a9,1584,Sharaf DG,5732,209.52,2026-04-13T09:03:32Z,2026-04-13T09:04:19Z,APPROVED,,CUST-00009,USD
TXN-6cee970c9eb4,4506,ADNOC,5541,1381.23,2026-03-31T14:48:45Z,2026-03-31T14:49:09Z,APPROVED,,CUST-00035,AED
TXN-94fddb6f1c33,6924,Noon,5942,1255.3,2026-04-22T14:29:49Z,2026-04-22T14:30:05Z,APPROVED,,CUST-00026,AED
TXN-47de839e7623,6912,Apple Store Dubai Mall,5732,451.97,2026-03-30T12:46:51Z,2026-03-30T12:47:38Z,APPROVED,,CUST-00043,USD
TXN-14b15bda0655,1291,Amazon AE,5942,1221.67,2026-04-23T22:45:42Z,2026-04-23T22:45:56Z,APPROVED,,CUST-00017,AED
TXN-b8f5ca9d2704,5574,Lulu Hypermarket,5411,2295.17,2026-04-24T17:53:48Z,2026-04-24T17:54:34Z,APPROVED,,CUST-00003,GBP
TXN-86d1bdedcb7a,5514,Costa Coffee,5814,1427.55,2026-04-08T17:09:36Z,2026-04-08T17:10:34Z,APPROVED,,CUST-00042,AED
TXN-80cf84440504,3582,Lulu Hypermarket,5411,1293.35,2026-04-09T20:50:39Z,,APPROVED,,CUST-00023,AED
TXN-80cf84440504,3582,Lulu Hypermarket,5411,1293.35,2026-04-09T20:50:39Z,2026-04-09T20:51:18Z,APPROVED,,CUST-00023,AED
TXN-4726e1ccff0d,6912,Apple Store Dubai Mall,5732,578.83,2026-04-02T00:30:58Z,2026-04-02T00:31:09Z,APPROVED,,CUST-00042,AED
TXN-d4483af7fa21,8928,du,4814,1802.04,2026-04-03T14:59:33Z,2026-04-03T14:59:44Z,APPROVED,,CUST-00044,AED
TXN-0b7e6930b0c4,4506,Amazon AE,5942,324.07,2026-03-29T05:51:54Z,2026-03-29T05:52:52Z,APPROVED,,CUST-00011,AED
TXN-552a0e503fd8,0520,Emirates,4111,1294.02,2026-04-07T07:36:33Z,2026-04-07T07:37:30Z,APPROVED,,CUST-00039,GBP
TXN-6ee515f39d39,1584,Apple Store Dubai Mall,5732,2481.98,2026-04-03T14:48:57Z,2026-04-03T14:49:07Z,APPROVED,,CUST-00011,AED
TXN-55df43b7a0ef,0711,Etisalat,4814,859.96,2026-04-04T23:40:09Z,2026-04-04T23:40:34Z,APPROVED,,CUST-00039,AED
TXN-679a043d72db,2547,Starbucks,5814,1712.5,2026-04-19T17:44:55Z,2026-04-19T17:45:35Z,APPROVED,,CUST-00039,AED
TXN-3c2bc09c2ebe,5574,Talabat,5812,1650.18,2026-03-28T16:54:04Z,,DECLINED,14,CUST-00035,AED
TXN-dceda6340d1a,4557,Starbucks,5814,929.09,2026-04-24T21:23:27Z,2026-04-24T21:24:19Z,APPROVED,,CUST-00045,AED
TXN-c331c4c7aab4,6224,ENOC,5541,2012.53,2026-03-30T00:46:15Z,2026-03-30T00:47:05Z,APPROVED,,CUST-00007,AED
TXN-2aeadbeae9f8,1584,Emirates,4111,2192.53,2026-04-07T03:53:32Z,,APPROVED,,CUST-00017,AED
TXN-2aeadbeae9f8,1584,Emirates,4111,2192.53,2026-04-07T03:53:32Z,2026-04-07T03:54:23Z,APPROVED,,CUST-00017,AED
TXN-3c5485c53910,1824,Starbucks,5814,940.7,2026-04-17T00:40:12Z,2026-04-17T00:40:19Z,APPROVED,,CUST-00045,AED
TXN-85c940ee131d,5514,RTA,4111,1061.79,2026-04-09T05:59:38Z,2026-04-09T06:00:27Z,APPROVED,,CUST-00040,AED
TXN-f7068ebc6d7e,3611,Noon,5942,1399.94,2026-04-03T12:22:43Z,2026-04-03T12:23:33Z,APPROVED,,CUST-00017,GBP
TXN-46b0bc5c3cd8,4333,RTA,4111,302.12,2026-04-15T20:17:50Z,,DECLINED,51,CUST-00029,AED
TXN-1aa6b4f02f6f,7359,Noon,5942,2411.6,2026-04-26T17:50:10Z,2026-04-26T17:50:49Z,APPROVED,,CUST-00006,AED
TXN-86b3106793b6,3611,Amazon AE,5942,204.7,2026-04-25T04:00:43Z,2026-04-25T04:01:23Z,REVERSED,,CUST-00047,AED
TXN-e0c07e8eed12,0488,Carrefour,5411,2127.17,2026-04-01T20:18:28Z,2026-04-01T20:19:01Z,APPROVED,,CUST-00019,AED
TXN-b82f093b4d72,9891,Amazon AE,5942,5.72,2026-04-19T08:33:49Z,2026-04-19T08:34:12Z,APPROVED,,CUST-00006,GBP
TXN-2321b4209103,2286,ADNOC,5541,1376.23,2026-03-30T20:35:07Z,2026-03-30T20:35:25Z,REVERSED,,CUST-00038,AED
TXN-6398f68ae9b7,9654,Apple Store Dubai Mall,5732,1439.39,2026-04-14T07:47:16Z,2026-04-14T07:47:21Z,APPROVED,,CUST-00012,AED
TXN-eaeec68da4b2,6924,Sharaf DG,5732,2241.83,2026-04-25T16:08:03Z,2026-04-25T16:08:44Z,APPROVED,,CUST-00031,AED
TXN-75b9b38046ef,3257,du,4814,1034.0,2026-04-09T20:36:47Z,2026-04-09T20:37:04Z,APPROVED,,CUST-00034,AED
TXN-cc4017cf775f,6201,Sharaf DG,5732,2053.58,2026-04-23T07:25:13Z,2026-04-23T07:25:36Z,APPROVED,,CUST-00036,USD
TXN-89c492ded495,6201,Noon,5942,1709.35,2026-04-17T18:26:20Z,2026-04-17T18:26:36Z,APPROVED,,CUST-00032,AED
TXN-755a34ef71df,3811,Amazon AE,5942,2091.66,2026-04-09T17:11:53Z,2026-04-09T17:11:59Z,APPROVED,,CUST-00010,AED
TXN-fc3ea9d6290d,1824,Costa Coffee,5814,1911.79,2026-03-31T17:08:14Z,2026-03-31T17:08:35Z,APPROVED,,CUST-00003,AED
TXN-8ca9de67a278,0520,Apple Store Dubai Mall,5732,2461.06,2026-04-02T04:29:11Z,,APPROVED,,CUST-00018,AED
TXN-8ca9de67a278,0520,Apple Store Dubai Mall,5732,2461.06,2026-04-02T04:29:11Z,2026-04-02T04:29:20Z,APPROVED,,CUST-00018,AED
TXN-d8aacc9cf41c,5514,Apple Store Dubai Mall,5732,86.24,2026-04-10T03:22:45Z,2026-04-10T03:23:15Z,APPROVED,,CUST-00026,USD
TXN-a19d75c72fb6,1824,Etisalat,4814,34.49,2026-04-16T18:27:21Z,2026-04-16T18:28:01Z,APPROVED,,CUST-00025,AED
TXN-796a434a130e,5574,Emirates,4111,2396.52,2026-04-10T08:15:50Z,2026-04-10T08:16:17Z,APPROVED,,CUST-00024,AED
TXN-baeb5f4faf10,9654,RTA,4111,702.68,2026-04-18T06:24:50Z,2026-04-18T06:25:05Z,APPROVED,,CUST-00037,AED
TXN-8a36b8875caf,3811,du,4814,1390.57,2026-04-08T12:14:20Z,2026-04-08T12:14:30Z,REVERSED,,CUST-00013,AED
TXN-5a6c027e789c,4552,Lulu Hypermarket,5411,340.51,2026-04-01T21:38:36Z,2026-04-01T21:38:56Z,APPROVED,,CUST-00035,AED
TXN-cbfb0c36ad4e,7527,Talabat,5812,412.54,2026-04-16T12:57:45Z,2026-04-16T12:58:14Z,APPROVED,,CUST-00017,AED
TXN-b8d042803aa0,1674,ENOC,5541,1395.94,2026-04-14T11:44:26Z,2026-04-14T11:45:22Z,APPROVED,,CUST-00023,AED
TXN-65dd9b0707e5,1519,Costa Coffee,5814,1626.41,2026-03-31T20:40:27Z,2026-03-31T20:40:48Z,APPROVED,,CUST-00012,GBP
TXN-bad000000000,0000,Apple Store Dubai Mall,5732,-1937.99,2026-04-05T07:17:20Z,2026-04-23T04:38:56Z,APPROVED,,CUST-00025,AED
TXN-bad000000001,0000,Costa Coffee,5814,-719.88,2026-04-19T23:14:23Z,2026-04-18T20:45:38Z,APPROVED,,CUST-00041,AED
TXN-bad000000002,0000,du,4814,-2321.77,2026-04-06T12:32:54Z,2026-03-28T06:36:26Z,APPROVED,,CUST-00037,AED
TXN-bad000000003,0000,Lulu Hypermarket,5411,-2123.01,2026-04-23T12:52:42Z,2026-04-23T03:49:41Z,APPROVED,,CUST-00011,AED
TXN-bad000000004,0000,ENOC,5541,574.4,2026-04-11T14:48:37Z,2026-04-12T20:32:43Z,APPROVED,,CUST-00046,
TXN-bad000000005,0000,Emirates,4111,1515.44,2026-04-07T19:15:41Z,2026-04-13T19:58:24Z,APPROVED,,CUST-00029,
TXN-bad000000006,0000,du,4814,2157.7,2026-04-09T08:52:57Z,2026-03-29T12:11:21Z,APPROVED,,CUST-00034,
TXN-bad000000007,0000,Apple Store Dubai Mall,5732,1037.9,2026-04-18T01:45:26Z,2026-04-25T21:05:07Z,APPROVED,,CUST-00009,AE
TXN-bad000000008,0000,Etisalat,4814,590.39,2026-04-14T18:48:36Z,2026-04-23T02:43:05Z,APPROVED,,CUST-00014,AE
TXN-bad000000009,0000,Noon,5942,995.63,2026-04-22T08:40:19Z,2026-04-23T21:40:36Z,APPROVED,,CUST-00031,AE
