id,biller_code,biller_name,biller_category,amount,currency,scheduled_for,executed_at,status,customer_id,account_at_biller_last4,funding_source
9396,DH-012,Daman Health,INSURANCE,4732.45,AED,2026-04-24,2026-04-06T23:49:04Z,paid,CUST-00096,N/A,linked_account_AED
9397,SZHP-007,Sharjah Police Fines,GOVERNMENT,4100.92,AED,2026-04-16,2026-04-14T22:14:33Z,paid,CUST-00009,7307,linked_account_AED
9398,RTA-009,RTA Salik,GOVERNMENT,3510.57,AED,2026-04-07,2026-04-19T04:53:48Z,paid,CUST-00007,N/A,linked_account_USD
9399,DLD-008,Dubai Land Department,GOVERNMENT,3778.93,AED,2026-04-03,,scheduled,CUST-00098,8189,linked_account_AED
9400,SZHP-007,Sharjah Police Fines,GOVERNMENT,3101.19,AED,2026-04-04,,scheduled,CUST-00008,N/A,wallet
9401,ADWEA-002,ADWEA,UTILITIES,3215.29,AED,2026-04-17,2026-04-17T23:04:14Z,paid,CUST-00095,6270,linked_account_AED
9402,RTA-009,RTA Salik,GOVERNMENT,1785.44,AED,2026-04-02,2026-04-09T10:51:54Z,paid,CUST-00095,2608,linked_account_AED
9403,DEWA-001,DEWA,UTILITIES,601.83,AED,2026-04-09,2026-04-02T10:19:42Z,paid,CUST-00093,N/A,linked_account_USD
9404,EI-010,Emirates ID,GOVERNMENT,930.65,AED,2026-04-08,2026-04-17T08:35:29Z,paid,CUST-00003,N/A,linked_account_AED
9405,SEWA-003,SEWA,UTILITIES,3593.65,AED,2026-04-10,2026-04-20T13:00:23Z,paid,CUST-00100,6311,linked_account_USD
9406,DU-020,du,TELECOM,3086.43,AED,2026-04-25,2026-04-16T02:03:37Z,paid,CUST-00085,0668,linked_account_USD
9407,SEWA-003,SEWA,UTILITIES,3354.23,AED,2026-04-19,2026-04-16T02:28:31Z,paid,CUST-00097,3587,wallet
9408,RTA-009,RTA Salik,GOVERNMENT,3257.08,AED,2026-04-21,2026-04-12T14:12:40Z,paid,CUST-00008,N/A,linked_account_AED
9409,DLD-008,Dubai Land Department,GOVERNMENT,2803.80,AED,2026-04-09,2026-04-17T23:13:37Z,paid,CUST-00098,N/A,linked_account_USD
9410,TS-011,Tadweer,GOVERNMENT,4448.59,AED,2026-04-15,2026-04-09T07:56:44Z,paid,CUST-00096,N/A,linked_account_AED
9411,SZHP-007,Sharjah Police Fines,GOVERNMENT,4505.26,AED,2026-03-29,2026-03-31T18:25:28Z,paid,CUST-00082,1262,linked_account_AED
9412,ETI-019,Etisalat,TELECOM,3988.01,AED,2026-04-09,2026-04-02T08:46:25Z,paid,CUST-00093,N/A,wallet
9413,TS-011,Tadweer,GOVERNMENT,1177.73,AED,2026-04-16,2026-03-31T02:27:31Z,paid,CUST-00097,N/A,linked_account_AED
9414,TS-011,Tadweer,GOVERNMENT,4191.24,AED,2026-04-13,2026-04-02T20:47:54Z,paid,CUST-00089,7146,wallet
9415,DEWA-001,DEWA,UTILITIES,2821.80,AED,2026-04-10,2026-04-10T03:00:47Z,paid,CUST-00086,2422,linked_account_USD
9416,SZHP-007,Sharjah Police Fines,GOVERNMENT,373.79,AED,2026-04-04,2026-04-14T18:23:05Z,paid,CUST-00099,N/A,linked_account_AED
9417,SEWA-003,SEWA,UTILITIES,4931.72,AED,2026-04-21,2026-04-11T23:01:39Z,paid,CUST-00088,N/A,wallet
9418,TS-011,Tadweer,GOVERNMENT,4002.16,AED,2026-04-11,,failed,CUST-00005,N/A,wallet
9419,TS-011,Tadweer,GOVERNMENT,312.21,AED,2026-04-03,2026-04-21T04:33:32Z,paid,CUST-00095,1163,linked_account_USD
9420,DLD-008,Dubai Land Department,GOVERNMENT,3665.38,AED,2026-04-04,2026-03-28T19:10:20Z,paid,CUST-00095,2938,wallet
9421,DH-012,Daman Health,INSURANCE,4647.69,AED,2026-04-04,2026-04-22T16:11:04Z,paid,CUST-00004,N/A,linked_account_AED
9422,DLD-008,Dubai Land Department,GOVERNMENT,3497.25,AED,2026-04-23,,scheduled,CUST-00006,N/A,linked_account_AED
9423,SEWA-003,SEWA,UTILITIES,3550.95,AED,2026-03-30,2026-04-22T14:17:12Z,paid,CUST-00006,N/A,wallet
9424,ETI-019,Etisalat,TELECOM,1788.44,AED,2026-04-07,2026-04-10T12:11:51Z,paid,CUST-00085,N/A,wallet
9425,TS-011,Tadweer,GOVERNMENT,351.46,AED,2026-04-10,2026-04-08T21:15:09Z,paid,CUST-00004,2760,linked_account_USD
9426,DEWA-001,DEWA,UTILITIES,73.07,AED,2026-04-15,2026-03-30T10:08:26Z,paid,CUST-00089,6141,wallet
9427,ETI-019,Etisalat,TELECOM,3200.58,AED,2026-04-12,2026-04-16T09:34:34Z,paid,CUST-00082,1588,linked_account_USD
9428,SZHP-007,Sharjah Police Fines,GOVERNMENT,2891.23,AED,2026-03-30,2026-04-18T09:12:25Z,paid,CUST-00087,N/A,wallet
9429,TS-011,Tadweer,GOVERNMENT,241.93,AED,2026-04-10,,scheduled,CUST-00096,N/A,linked_account_AED
9430,ADWEA-002,ADWEA,UTILITIES,1777.82,AED,2026-04-22,2026-04-18T20:58:56Z,paid,CUST-00099,N/A,wallet
9431,TS-011,Tadweer,GOVERNMENT,818.50,AED,2026-04-08,,failed,CUST-00085,N/A,linked_account_AED
9432,ADWEA-002,ADWEA,UTILITIES,3360.09,AED,2026-04-25,2026-04-09T05:56:11Z,paid,CUST-00005,N/A,wallet
9433,DLD-008,Dubai Land Department,GOVERNMENT,255.87,AED,2026-04-26,,failed,CUST-00100,7871,linked_account_USD
9434,ADWEA-002,ADWEA,UTILITIES,3334.39,AED,2026-04-17,,failed,CUST-00089,N/A,linked_account_USD
9435,DH-012,Daman Health,INSURANCE,1044.61,AED,2026-04-17,2026-04-17T09:15:54Z,paid,CUST-00010,N/A,linked_account_AED
9436,DLD-008,Dubai Land Department,GOVERNMENT,457.83,AED,2026-04-27,2026-04-11T09:24:31Z,paid,CUST-00088,N/A,linked_account_AED
9437,RTA-009,RTA Salik,GOVERNMENT,4961.82,AED,2026-04-03,2026-04-24T07:47:09Z,paid,CUST-00087,0682,wallet
9438,DU-020,du,TELECOM,4465.86,AED,2026-04-04,,failed,CUST-00088,N/A,linked_account_USD
9439,DEWA-001,DEWA,UTILITIES,2694.75,AED,2026-04-26,,failed,CUST-00083,N/A,linked_account_USD
9440,DEWA-001,DEWA,UTILITIES,4127.54,AED,2026-04-06,,scheduled,CUST-00094,8329,linked_account_USD
9441,SZHP-007,Sharjah Police Fines,GOVERNMENT,3421.61,AED,2026-04-26,,failed,CUST-00004,7491,wallet
9442,SZHP-007,Sharjah Police Fines,GOVERNMENT,411.17,AED,2026-04-21,2026-03-30T06:34:03Z,paid,CUST-00091,0255,linked_account_AED
9443,ETI-019,Etisalat,TELECOM,4506.59,AED,2026-04-24,,failed,CUST-00001,N/A,wallet
9444,DLD-008,Dubai Land Department,GOVERNMENT,4141.53,AED,2026-04-16,,failed,CUST-00083,0733,wallet
9445,TS-011,Tadweer,GOVERNMENT,1268.56,AED,2026-04-06,2026-04-06T11:21:18Z,paid,CUST-00092,N/A,wallet
9446,DH-012,Daman Health,INSURANCE,3696.34,AED,2026-04-19,2026-04-26T12:05:04Z,paid,CUST-00084,N/A,linked_account_AED
9447,ETI-019,Etisalat,TELECOM,4092.79,AED,2026-04-12,2026-04-26T11:50:55Z,paid,CUST-00091,6479,linked_account_USD
9448,RTA-009,RTA Salik,GOVERNMENT,688.00,AED,2026-04-05,2026-04-21T10:44:14Z,paid,CUST-00004,N/A,wallet
9449,SEWA-003,SEWA,UTILITIES,2707.85,AED,2026-04-22,,failed,CUST-00009,N/A,linked_account_USD
9450,DU-020,du,TELECOM,1459.29,AED,2026-04-09,2026-04-21T04:53:18Z,paid,CUST-00083,3311,linked_account_USD
9451,RTA-009,RTA Salik,GOVERNMENT,1043.90,AED,2026-04-11,,failed,CUST-00086,7844,wallet
9452,ETI-019,Etisalat,TELECOM,238.25,AED,2026-04-15,2026-04-23T17:28:23Z,paid,CUST-00008,N/A,linked_account_AED
9453,SEWA-003,SEWA,UTILITIES,2238.02,AED,2026-04-03,2026-04-02T13:14:28Z,paid,CUST-00095,3096,linked_account_USD
9454,SZHP-007,Sharjah Police Fines,GOVERNMENT,266.60,AED,2026-04-27,,failed,CUST-00081,4109,linked_account_AED
9455,RTA-009,RTA Salik,GOVERNMENT,1043.21,AED,2026-04-07,2026-04-08T13:13:41Z,paid,CUST-00005,4780,wallet
9456,SEWA-003,SEWA,UTILITIES,3154.71,AED,2026-04-17,2026-04-05T16:40:40Z,paid,CUST-00001,7217,wallet
9457,TS-011,Tadweer,GOVERNMENT,2666.36,AED,2026-04-10,2026-03-31T10:33:19Z,paid,CUST-00081,0929,linked_account_USD
9458,ADWEA-002,ADWEA,UTILITIES,2079.12,AED,2026-04-10,2026-04-18T18:02:04Z,paid,CUST-00094,N/A,wallet
9459,SEWA-003,SEWA,UTILITIES,4512.52,AED,2026-04-06,2026-04-08T11:51:16Z,paid,CUST-00001,9219,linked_account_AED
9460,TS-011,Tadweer,GOVERNMENT,642.23,AED,2026-04-20,,scheduled,CUST-00002,9234,wallet
9461,DH-012,Daman Health,INSURANCE,4128.79,AED,2026-04-12,,failed,CUST-00091,N/A,linked_account_USD
9462,TS-011,Tadweer,GOVERNMENT,1964.50,AED,2026-03-29,2026-04-03T04:27:13Z,paid,CUST-00090,N/A,linked_account_USD
9463,RTA-009,RTA Salik,GOVERNMENT,2421.69,AED,2026-03-30,2026-03-31T22:59:07Z,paid,CUST-00099,5900,wallet
9464,DU-020,du,TELECOM,3203.61,AED,2026-04-22,,failed,CUST-00083,4214,linked_account_AED
9465,DEWA-001,DEWA,UTILITIES,2187.10,AED,2026-04-18,2026-04-04T16:08:26Z,paid,CUST-00084,8871,linked_account_AED
9466,SEWA-003,SEWA,UTILITIES,4208.67,AED,2026-04-16,2026-04-07T07:13:04Z,paid,CUST-00084,N/A,linked_account_USD
9467,RTA-009,RTA Salik,GOVERNMENT,2247.27,AED,2026-04-15,2026-04-10T14:25:59Z,paid,CUST-00081,6535,linked_account_USD
9468,EI-010,Emirates ID,GOVERNMENT,1069.28,AED,2026-04-21,2026-03-30T09:46:54Z,paid,CUST-00007,N/A,linked_account_USD
9469,DLD-008,Dubai Land Department,GOVERNMENT,1905.34,AED,2026-04-18,2026-04-20T03:20:13Z,paid,CUST-00086,N/A,linked_account_AED
9470,TS-011,Tadweer,GOVERNMENT,2089.98,AED,2026-04-21,2026-03-31T05:13:52Z,paid,CUST-00099,N/A,linked_account_USD
9471,DLD-008,Dubai Land Department,GOVERNMENT,942.56,AED,2026-04-13,2026-04-16T23:27:53Z,paid,CUST-00083,9296,linked_account_AED
9472,DH-012,Daman Health,INSURANCE,2838.65,AED,2026-04-23,2026-03-30T01:59:46Z,paid,CUST-00096,3240,linked_account_AED
9473,SZHP-007,Sharjah Police Fines,GOVERNMENT,2369.47,AED,2026-03-31,2026-04-03T08:58:16Z,paid,CUST-00081,8693,linked_account_USD
9474,ADWEA-002,ADWEA,UTILITIES,3945.46,AED,2026-04-25,2026-04-24T10:32:20Z,paid,CUST-00081,N/A,linked_account_AED
9475,ETI-019,Etisalat,TELECOM,3730.74,AED,2026-03-28,2026-04-23T19:04:40Z,paid,CUST-00082,N/A,linked_account_AED
9476,SZHP-007,Sharjah Police Fines,GOVERNMENT,3532.84,AED,2026-04-18,2026-03-30T17:21:13Z,paid,CUST-00006,2490,linked_account_AED
9477,ADWEA-002,ADWEA,UTILITIES,2684.91,AED,2026-04-08,2026-03-30T17:36:51Z,paid,CUST-00088,N/A,linked_account_USD
9478,ETI-019,Etisalat,TELECOM,4881.82,AED,2026-04-06,,failed,CUST-00100,7289,wallet
9479,SEWA-003,SEWA,UTILITIES,4407.15,AED,2026-04-12,2026-04-18T17:24:08Z,paid,CUST-00095,N/A,linked_account_AED
9480,TS-011,Tadweer,GOVERNMENT,2880.96,AED,2026-04-13,,scheduled,CUST-00086,N/A,linked_account_AED
9481,ADWEA-002,ADWEA,UTILITIES,4438.13,AED,2026-04-25,2026-04-12T10:21:11Z,paid,CUST-00092,6449,wallet
9482,DH-012,Daman Health,INSURANCE,1025.80,AED,2026-04-07,2026-04-22T23:12:48Z,paid,CUST-00082,N/A,wallet
9483,TS-011,Tadweer,GOVERNMENT,4460.69,AED,2026-04-14,,failed,CUST-00082,4140,linked_account_USD
9484,DU-020,du,TELECOM,4911.08,AED,2026-03-30,,failed,CUST-00086,5219,wallet
9485,DH-012,Daman Health,INSURANCE,1232.08,AED,2026-04-18,2026-04-05T23:34:38Z,paid,CUST-00081,N/A,linked_account_USD
9486,DH-012,Daman Health,INSURANCE,2317.53,AED,2026-04-25,2026-04-25T11:26:49Z,paid,CUST-00005,0174,linked_account_AED
9487,DLD-008,Dubai Land Department,GOVERNMENT,1038.23,AED,2026-04-12,2026-04-25T06:04:36Z,paid,CUST-00093,N/A,linked_account_AED
9488,SZHP-007,Sharjah Police Fines,GOVERNMENT,4025.57,AED,2026-03-31,,failed,CUST-00084,N/A,wallet
9489,SZHP-007,Sharjah Police Fines,GOVERNMENT,3609.63,AED,2026-04-10,2026-04-13T07:51:52Z,paid,CUST-00009,N/A,linked_account_USD
9490,ADWEA-002,ADWEA,UTILITIES,4037.10,AED,2026-03-29,2026-04-02T07:12:55Z,paid,CUST-00099,1859,wallet
9491,ADWEA-002,ADWEA,UTILITIES,100.00,AED,2026-04-27,,paying,CUST-00008,0000,wallet
9492,ADWEA-002,ADWEA,UTILITIES,100.00,AED,2026-04-27,,paying,CUST-00006,0000,wallet
9493,SZHP-007,Sharjah Police Fines,GOVERNMENT,100.00,AED,2026-04-27,,paying,CUST-00003,0000,wallet
9494,SEWA-003,SEWA,UTILITIES,100.00,AED,2026-04-27,,paying,CUST-00089,0000,wallet
9495,ETI-019,Etisalat,TELECOM,100.00,AED,2026-04-27,,paying,CUST-00095,0000,wallet
9496,ADWEA-002,ADWEA,UTILITIES,100.00,AE,2026-04-27,,paid,CUST-00098,0000,wallet
9497,ADWEA-002,ADWEA,UTILITIES,100.00,AE,2026-04-27,,paid,CUST-00001,0000,wallet
9498,DEWA-001,DEWA,UTILITIES,100.00,AE,2026-04-27,,paid,CUST-00094,0000,wallet
9499,SZHP-007,Sharjah Police Fines,GOVERNMENT,100.00,AE,2026-04-27,,paid,CUST-00098,0000,wallet
9500,TS-011,Tadweer,GOVERNMENT,100.00,AE,2026-04-27,,paid,CUST-00003,0000,wallet
